modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-truerand-keywords10-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	en-fr	30.6	36.8	34.4	22.4	27.8	12.2	30.6	NA
xglm-topic3shot-seen500-trim	en-fr	32.0	NA	35.2	23.8	29.2	12.6	30.8	NA
xglm-topic3shot-seen1000	en-fr	28.8	35.7	35.1	23.4	30.3	12.7	30.1	NA
xglm-topic3shot-seen1000-trim	en-fr	31.5	35.7	35.0	23.4	30.5	12.8	30.7	NA
xglm-topic3shot-seen2000	en-fr	30.4	36.4	35.0	21.8	30.3	12.0	30.4	NA
xglm-topic3shot-seen2000-trim	en-fr	32.0	36.4	34.9	22.3	31.0	12.4	30.4	NA
xglm-topic3shot-all500	en-fr	30.5	35.8	28.8	21.5	28.4	9.7	30.1	37.2
xglm-topic3shot-all500-trim	en-fr	31.8	36.0	34.7	22.3	30.3	13.4	30.6	40.0
xglm-topic3shot-all1000	en-fr	NA	35.5	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	en-fr	31.7	36.5	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	en-fr	33.3	38.2	36.0	NA	30.4	NA	31.2	NA
xglm-bm25-3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	en-fr	38.9	42.8	37.1	23.0	29.1	31.5	32.0	NA
xglm-sentsim-3shot-langs-trim	en-fr	38.3	42.7	36.9	23.0	29.1	31.5	32.0	NA
xglm-sentsim-3shot-all	en-fr	32.7	38.5	36.1	22.1	30.4	29.1	31.5	NA
xglm-sentsim-3shot-all-trim	en-fr	33.9	38.5	36.0	23.5	30.4	29.6	31.5	NA
xglm-topic3shot-lang200	en-fr	34.1	37.4	36.1	24.1	31.2	14.5	30.9	NA
xglm-topic3shot-lang200-trim	en-fr	33.7	37.4	36.0	24.1	31.2	14.5	30.9	NA
xglm-topic3shot-lang500	en-fr	34.4	38.0	36.4	24.2	30.3	15.3	30.1	NA
xglm-topic3shot-lang500-trim	en-fr	34.0	38.0	36.3	24.2	30.3	15.3	30.1	NA
xglm-topic3shot-domain200	en-fr	31.4	33.5	NA	23.5	NA	NA	31.7	NA
xglm-topic3shot-domain200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	en-lt	0.7	1.2	0.4	0.3	0.3	NA	0.3	0.9
xglm-base-trim	en-lt	4.0	3.2	4.4	1.1	0.9	NA	0.9	4.3
verbose-base	en-lt	3.9	4.2	5.0	0.8	1.1	NA	1.2	6.0
verbose-base-trim	en-lt	3.9	4.2	5.0	0.8	1.1	NA	1.2	6.0
xglm-label	en-lt	2.6	3.3	2.3	1.0	0.7	NA	1.1	2.1
xglm-label-trim	en-lt	4.2	4.2	5.3	1.1	0.9	NA	1.2	5.6
xglm-rand-label	en-lt	2.8	3.0	1.8	0.6	0.8	NA	1.2	2.3
xglm-rand-label-trim	en-lt	4.3	4.2	5.2	0.7	0.9	NA	1.4	6.1
xglm-keywords10-seen200	en-lt	2.1	2.5	0.8	0.6	0.7	NA	0.9	1.7
xglm-keywords10-seen200-trim	en-lt	3.7	3.7	4.7	1.2	1.0	NA	1.4	5.1
xglm-rand-keywords10-seen200	en-lt	2.2	2.6	0.7	1.1	0.7	NA	1.2	1.5
xglm-rand-keywords10-seen200-trim	en-lt	3.8	4.3	4.0	1.4	1.0	NA	1.4	5.0
xglm-keywords10-all500	en-lt	2.2	2.7	0.8	0.5	0.8	NA	1.2	1.7
xglm-keywords10-all500-trim	en-lt	3.6	4.2	4.7	0.8	1.0	NA	1.3	4.8
xglm-keywords30-seen200	en-lt	2.2	2.6	0.7	0.6	0.7	NA	1.2	NA
xglm-keywords30-seen200-trim	en-lt	3.5	4.1	3.1	0.8	0.9	NA	1.4	NA
xglm-topic3shot-seen200	en-lt	6.0	5.8	5.0	1.3	1.1	NA	1.3	6.4
xglm-topic3shot-seen200-trim	en-lt	6.3	6.1	6.9	1.3	1.1	NA	1.3	6.8
xglm-topic3shot-all500	en-lt	5.9	5.6	4.7	1.2	1.1	NA	1.6	6.2
xglm-topic3shot-all500-trim	en-lt	6.2	6.0	7.1	1.2	1.1	NA	1.6	6.9
xglm-topic3shot-cc100	en-lt	5.4	4.9	4.7	1.2	1.1	NA	1.5	7.1
xglm-topic3shot-cc100-trim	en-lt	5.4	5.1	8.4	1.3	1.1	NA	1.5	7.7
xglm-topic1shot-seen200	en-lt	4.3	5.0	2.8	0.7	0.9	NA	1.1	3.9
xglm-topic1shot-seen200-trim	en-lt	5.4	5.5	5.4	0.8	1.0	NA	1.2	5.8
xglm-rand-topic3shot-seen200	en-lt	4.3	4.4	4.1	1.0	1.1	NA	1.4	5.6
xglm-rand-topic3shot-seen200-trim	en-lt	4.6	4.5	5.1	1.0	1.1	NA	1.4	6.3
xglm-rand-domain3shot-langs	en-lt	5.5	6.4	7.8	1.1	1.6	NA	1.8	NA
xglm-rand-domain3shot-langs-trim	en-lt	5.5	6.4	7.8	1.1	1.6	NA	1.8	NA
xglm-rand-domain3shot-all	en-lt	4.6	5.0	6.9	1.0	0.9	NA	1.5	NA
xglm-rand-domain3shot-all-trim	en-lt	4.5	5.1	7.5	1.0	0.9	NA	1.5	NA
xglm-truerand-3shot-langs	en-lt	5.8	5.2	8.5	1.3	1.3	NA	1.9	NA
xglm-truerand-3shot-langs-trim	en-lt	5.8	5.2	8.5	1.3	1.3	NA	1.9	NA
xglm-truerand-3shot-all	en-lt	5.0	5.4	7.5	1.1	1.2	NA	1.5	NA
xglm-truerand-3shot-all-trim	en-lt	5.0	5.5	7.5	1.1	1.2	NA	1.5	NA
xglm-topic5shot-seen200	en-lt	5.7	5.9	4.2	1.1	1.1	NA	1.7	NA
xglm-topic5shot-seen200-trim	en-lt	5.8	6.1	6.0	1.1	1.1	NA	1.7	NA
xglm-keywords10-cc100	en-lt	2.2	2.8	0.7	0.8	0.9	NA	1.3	NA
xglm-keywords10-cc100-trim	en-lt	3.7	4.5	5.0	1.3	1.1	NA	1.4	NA
xglm-keywords10-topic3shot-seen200	en-lt	5.3	5.0	4.1	1.1	1.2	NA	1.3	NA
xglm-keywords10-topic3shot-seen200-trim	en-lt	5.8	5.5	5.6	1.1	1.2	NA	1.3	NA
xglm-rand-domainkeywords10-langs	en-lt	2.3	2.9	1.2	0.7	0.7	NA	1.2	NA
xglm-rand-domainkeywords10-langs-trim	en-lt	3.3	4.0	5.0	0.8	0.8	NA	1.2	NA
xglm-rand-domainkeywords10-all	en-lt	2.1	2.7	0.7	0.6	0.6	NA	1.0	NA
xglm-rand-domainkeywords10-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	en-lt	5.0	4.9	7.2	1.2	1.3	NA	1.7	NA
xglm-topic3shot-seen500-trim	en-lt	5.2	NA	7.8	1.2	1.3	NA	1.7	NA
xglm-topic3shot-seen1000	en-lt	4.9	5.2	6.2	1.0	1.2	NA	1.2	NA
xglm-topic3shot-seen1000-trim	en-lt	5.4	5.3	6.7	1.0	1.2	NA	1.2	NA
xglm-topic3shot-seen2000	en-lt	5.5	5.5	7.4	1.2	1.0	NA	1.4	NA
xglm-topic3shot-seen2000-trim	en-lt	5.6	5.6	7.8	1.2	1.1	NA	1.4	NA
xglm-topic3shot-all500	en-lt	5.9	5.6	4.7	1.2	1.1	NA	1.6	6.2
xglm-topic3shot-all500-trim	en-lt	6.2	6.0	7.1	1.2	1.1	NA	1.6	6.9
xglm-topic3shot-all1000	en-lt	NA	5.7	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	en-lt	5.9	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	en-lt	8.9	NA	15.2	1.2	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	en-lt	NA	NA	17.4	2.5	5.9	NA	6.3	NA
xglm-sentsim-3shot-langs-trim	en-lt	NA	NA	17.4	2.5	5.9	NA	6.3	NA
xglm-sentsim-3shot-all	en-lt	9.1	NA	13.1	1.6	4.1	NA	4.2	NA
xglm-sentsim-3shot-all-trim	en-lt	9.3	NA	13.2	1.6	4.1	NA	4.2	NA
xglm-topic3shot-lang200	en-lt	7.1	7.8	9.2	1.0	1.4	NA	1.9	NA
xglm-topic3shot-lang200-trim	en-lt	7.2	7.8	9.2	1.0	1.5	NA	1.9	NA
xglm-topic3shot-lang500	en-lt	NA	7.6	8.5	1.5	1.5	NA	1.8	NA
xglm-topic3shot-lang500-trim	en-lt	NA	7.6	8.5	1.5	1.5	NA	1.8	NA
xglm-topic3shot-domain200	en-lt	6.7	5.9	5.3	1.1	NA	NA	1.6	NA
xglm-topic3shot-domain200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	en-ro	1.9	5.9	1.3	4.7	5.0	1.4	7.3	4.2
xglm-base-trim	en-ro	9.0	18.7	14.6	11.2	13.6	4.9	17.5	17.0
verbose-base	en-ro	20.7	21.2	17.0	12.2	15.3	4.5	19.1	22.6
verbose-base-trim	en-ro	20.7	21.2	17.0	12.2	15.3	4.5	19.1	22.6
xglm-label	en-ro	10.5	15.4	5.9	12.5	13.1	3.8	20.3	9.7
xglm-label-trim	en-ro	16.3	22.7	15.5	13.8	16.4	5.2	20.3	21.7
xglm-rand-label	en-ro	10.2	12.8	3.1	11.3	12.0	3.9	19.0	8.8
xglm-rand-label-trim	en-ro	15.1	21.5	16.2	13.7	16.6	5.0	19.5	20.0
xglm-keywords10-seen200	en-ro	9.7	12.6	2.4	7.9	9.0	2.1	13.5	6.6
xglm-keywords10-seen200-trim	en-ro	19.5	23.4	18.7	16.0	17.4	5.4	20.9	22.6
xglm-rand-keywords10-seen200	en-ro	9.3	11.3	1.8	9.5	13.3	2.6	15.9	6.8
xglm-rand-keywords10-seen200-trim	en-ro	19.2	23.5	15.1	15.1	17.3	4.8	19.1	22.6
xglm-keywords10-all500	en-ro	10.6	11.5	2.4	10.4	13.3	2.8	18.4	6.7
xglm-keywords10-all500-trim	en-ro	20.7	23.3	19.7	16.6	17.0	4.8	20.5	21.3
xglm-keywords30-seen200	en-ro	10.2	11.0	2.2	11.1	14.0	2.4	19.3	NA
xglm-keywords30-seen200-trim	en-ro	20.8	24.3	20.2	18.2	19.5	5.5	21.5	NA
xglm-topic3shot-seen200	en-ro	23.6	25.0	18.7	16.3	18.7	5.5	21.6	23.5
xglm-topic3shot-seen200-trim	en-ro	24.5	25.2	22.7	16.4	18.8	5.6	21.8	24.5
xglm-topic3shot-all500	en-ro	24.1	25.4	18.9	15.8	17.4	5.4	21.2	22.0
xglm-topic3shot-all500-trim	en-ro	24.1	25.5	22.0	15.9	17.7	6.1	21.2	24.2
xglm-topic3shot-cc100	en-ro	23.7	23.9	18.8	15.6	17.6	5.1	20.9	22.0
xglm-topic3shot-cc100-trim	en-ro	23.8	24.0	23.2	16.7	18.6	5.3	20.9	24.6
xglm-topic1shot-seen200	en-ro	17.8	22.9	11.4	13.6	17.0	4.4	20.0	17.9
xglm-topic1shot-seen200-trim	en-ro	20.9	24.6	20.8	15.5	18.8	5.4	20.8	23.9
xglm-rand-topic3shot-seen200	en-ro	22.6	23.6	16.7	16.2	18.1	5.2	21.5	24.8
xglm-rand-topic3shot-seen200-trim	en-ro	22.6	24.2	22.2	16.2	18.1	5.3	21.6	25.0
xglm-rand-domain3shot-langs	en-ro	27.0	29.2	24.3	18.5	19.8	7.0	22.6	NA
xglm-rand-domain3shot-langs-trim	en-ro	27.0	29.2	24.3	18.5	19.8	7.0	22.6	NA
xglm-rand-domain3shot-all	en-ro	23.1	24.8	23.0	16.2	17.8	6.1	21.5	NA
xglm-rand-domain3shot-all-trim	en-ro	23.6	25.1	23.0	16.2	17.8	6.1	21.5	NA
xglm-truerand-3shot-langs	en-ro	25.8	26.9	21.2	18.9	19.0	6.3	22.0	NA
xglm-truerand-3shot-langs-trim	en-ro	25.8	26.9	21.2	18.9	19.0	6.3	22.0	NA
xglm-truerand-3shot-all	en-ro	23.0	24.2	22.9	17.0	18.9	5.0	21.7	NA
xglm-truerand-3shot-all-trim	en-ro	23.1	24.2	22.9	17.0	18.9	5.0	21.8	NA
xglm-topic5shot-seen200	en-ro	24.8	24.9	16.9	17.0	18.3	5.7	21.0	NA
xglm-topic5shot-seen200-trim	en-ro	24.8	25.9	23.6	17.2	18.5	5.7	21.6	NA
xglm-keywords10-cc100	en-ro	10.2	11.7	2.0	11.1	12.4	2.6	16.3	NA
xglm-keywords10-cc100-trim	en-ro	19.7	23.3	17.5	15.5	17.2	4.9	18.8	NA
xglm-keywords10-topic3shot-seen200	en-ro	23.7	24.2	16.8	16.7	18.4	5.4	21.4	NA
xglm-keywords10-topic3shot-seen200-trim	en-ro	24.4	24.8	23.0	16.8	18.6	5.6	21.8	NA
xglm-rand-domainkeywords10-langs	en-ro	11.9	15.0	3.1	12.9	14.3	4.3	20.3	NA
xglm-rand-domainkeywords10-langs-trim	en-ro	21.1	24.5	18.2	14.4	17.2	5.6	20.9	NA
xglm-rand-domainkeywords10-all	en-ro	8.4	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	en-ro	23.7	26.1	23.3	15.4	16.7	5.5	21.1	NA
xglm-topic3shot-seen500-trim	en-ro	25.0	26.4	23.5	15.4	17.1	5.5	21.4	NA
xglm-topic3shot-seen1000	en-ro	22.7	25.0	23.3	16.9	18.2	5.4	20.1	NA
xglm-topic3shot-seen1000-trim	en-ro	25.0	25.5	23.5	16.9	18.3	5.4	20.3	NA
xglm-topic3shot-seen2000	en-ro	24.0	24.8	20.7	16.8	17.6	5.2	21.2	NA
xglm-topic3shot-seen2000-trim	en-ro	24.4	25.0	21.8	16.8	17.7	5.2	21.2	NA
xglm-topic3shot-all500	en-ro	24.1	25.4	18.9	15.8	17.4	5.4	21.2	22.0
xglm-topic3shot-all500-trim	en-ro	24.1	25.5	22.0	15.9	17.7	6.1	21.2	24.2
xglm-topic3shot-all1000	en-ro	NA	25.8	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	en-ro	NA	24.9	NA	16.6	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	en-ro	27.5	29.8	24.3	NA	19.4	NA	21.9	NA
xglm-bm25-3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	en-ro	34.7	34.1	27.9	19.8	19.2	24.7	23.2	NA
xglm-sentsim-3shot-langs-trim	en-ro	35.1	34.1	27.9	19.8	19.2	24.7	23.3	NA
xglm-sentsim-3shot-all	en-ro	27.2	27.9	23.9	14.6	18.1	15.8	22.6	NA
xglm-sentsim-3shot-all-trim	en-ro	27.2	28.0	24.0	14.7	18.2	15.8	22.6	NA
xglm-topic3shot-lang200	en-ro	29.5	29.7	21.7	17.8	19.0	7.0	22.3	NA
xglm-topic3shot-lang200-trim	en-ro	29.5	30.0	21.9	17.8	19.1	7.0	22.3	NA
xglm-topic3shot-lang500	en-ro	28.5	29.1	24.1	18.6	19.7	7.6	21.7	NA
xglm-topic3shot-lang500-trim	en-ro	28.5	29.1	24.1	18.6	19.7	7.6	21.7	NA
xglm-topic3shot-domain200	en-ro	24.0	25.7	17.6	14.2	NA	NA	21.8	NA
xglm-topic3shot-domain200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	en-ta	NA	NA	0.1	0.5	0.6	0.1	0.1	0.4
xglm-base-trim	en-ta	NA	NA	0.1	0.6	0.8	0.1	0.1	0.8
verbose-base	en-ta	NA	NA	0.6	0.5	0.4	0.0	0.2	1.7
verbose-base-trim	en-ta	NA	NA	0.6	0.5	0.4	0.0	0.2	1.7
xglm-label	en-ta	NA	NA	0.4	0.6	0.9	0.0	0.1	1.1
xglm-label-trim	en-ta	NA	NA	1.4	0.6	0.6	0.0	0.1	1.8
xglm-rand-label	en-ta	NA	NA	0.2	0.6	0.9	0.0	0.1	1.2
xglm-rand-label-trim	en-ta	NA	NA	0.7	0.6	0.5	0.0	0.1	1.9
xglm-keywords10-seen200	en-ta	NA	NA	0.2	0.5	0.7	0.0	0.1	1.1
xglm-keywords10-seen200-trim	en-ta	NA	NA	0.4	0.6	0.5	0.0	0.1	1.4
xglm-rand-keywords10-seen200	en-ta	NA	NA	0.1	0.5	0.9	0.0	0.2	1.0
xglm-rand-keywords10-seen200-trim	en-ta	NA	NA	0.4	0.5	0.6	0.0	0.2	1.6
xglm-keywords10-all500	en-ta	NA	NA	0.3	0.5	1.1	0.0	0.1	0.9
xglm-keywords10-all500-trim	en-ta	NA	NA	0.7	0.6	0.7	0.0	0.1	1.4
xglm-keywords30-seen200	en-ta	NA	NA	0.2	0.6	0.9	0.0	0.1	NA
xglm-keywords30-seen200-trim	en-ta	NA	NA	0.5	0.6	0.6	0.0	0.1	NA
xglm-topic3shot-seen200	en-ta	NA	NA	0.9	0.6	0.5	0.0	0.1	1.9
xglm-topic3shot-seen200-trim	en-ta	NA	NA	1.3	0.6	0.5	0.0	0.1	1.8
xglm-topic3shot-all500	en-ta	NA	NA	0.9	1.0	1.2	0.4	0.2	2.1
xglm-topic3shot-all500-trim	en-ta	NA	NA	1.0	1.0	0.9	0.4	0.2	2.0
xglm-topic3shot-cc100	en-ta	NA	NA	0.8	0.9	0.6	0.0	0.2	2.2
xglm-topic3shot-cc100-trim	en-ta	NA	NA	1.0	0.9	0.4	0.0	0.2	2.2
xglm-topic1shot-seen200	en-ta	NA	NA	0.7	0.6	0.6	0.0	0.1	1.2
xglm-topic1shot-seen200-trim	en-ta	NA	NA	0.8	0.7	0.4	0.0	0.1	1.4
xglm-rand-topic3shot-seen200	en-ta	NA	NA	0.6	0.8	0.5	0.0	0.1	1.8
xglm-rand-topic3shot-seen200-trim	en-ta	NA	NA	0.6	0.8	0.4	0.0	0.1	1.7
xglm-rand-domain3shot-langs	en-ta	NA	NA	1.7	0.7	1.2	0.1	0.2	NA
xglm-rand-domain3shot-langs-trim	en-ta	NA	NA	1.7	0.7	0.9	0.1	0.2	NA
xglm-rand-domain3shot-all	en-ta	NA	NA	1.3	0.9	0.7	0.0	0.1	NA
xglm-rand-domain3shot-all-trim	en-ta	NA	NA	1.3	0.9	0.6	0.0	0.1	NA
xglm-truerand-3shot-langs	en-ta	NA	NA	1.2	0.9	0.7	0.0	0.2	NA
xglm-truerand-3shot-langs-trim	en-ta	NA	NA	1.2	0.9	0.6	0.0	0.2	NA
xglm-truerand-3shot-all	en-ta	NA	NA	1.0	1.0	0.7	0.0	0.1	NA
xglm-truerand-3shot-all-trim	en-ta	NA	NA	1.0	1.0	0.6	0.0	0.1	NA
xglm-topic5shot-seen200	en-ta	NA	NA	1.0	0.9	0.5	0.1	0.1	NA
xglm-topic5shot-seen200-trim	en-ta	NA	NA	1.2	0.9	0.5	0.1	0.1	NA
xglm-keywords10-cc100	en-ta	NA	NA	0.2	0.7	1.2	0.0	0.2	NA
xglm-keywords10-cc100-trim	en-ta	NA	NA	0.5	0.9	0.6	0.0	0.2	NA
xglm-keywords10-topic3shot-seen200	en-ta	NA	NA	1.1	0.7	0.6	0.0	0.1	NA
xglm-keywords10-topic3shot-seen200-trim	en-ta	NA	NA	1.3	0.7	0.5	0.0	0.1	NA
xglm-rand-domainkeywords10-langs	en-ta	NA	NA	0.2	0.6	0.6	NA	NA	NA
xglm-rand-domainkeywords10-langs-trim	en-ta	NA	NA	0.3	0.6	0.5	NA	NA	NA
xglm-rand-domainkeywords10-all	en-ta	NA	NA	NA	NA	NA	0.0	0.1	NA
xglm-rand-domainkeywords10-all-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	en-ta	NA	NA	1.1	1.0	0.5	0.0	0.3	NA
xglm-topic3shot-seen500-trim	en-ta	NA	NA	1.2	1.0	0.5	0.0	0.3	NA
xglm-topic3shot-seen1000	en-ta	NA	NA	1.1	1.0	0.5	0.0	0.2	NA
xglm-topic3shot-seen1000-trim	en-ta	NA	NA	1.1	1.0	0.4	0.0	0.2	NA
xglm-topic3shot-seen2000	en-ta	NA	NA	1.0	1.0	0.4	0.0	0.2	NA
xglm-topic3shot-seen2000-trim	en-ta	NA	NA	1.1	1.0	0.4	0.0	0.2	NA
xglm-topic3shot-all500	en-ta	NA	NA	0.9	1.0	1.2	0.4	0.2	2.1
xglm-topic3shot-all500-trim	en-ta	NA	NA	1.0	1.0	0.9	0.4	0.2	2.0
xglm-topic3shot-all1000	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	en-ta	NA	NA	3.3	1.8	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	en-ta	NA	NA	NA	2.3	NA	0.5	0.8	NA
xglm-sentsim-3shot-langs-trim	en-ta	NA	NA	NA	2.3	NA	0.5	0.8	NA
xglm-sentsim-3shot-all	en-ta	NA	NA	1.5	1.1	NA	0.1	0.2	NA
xglm-sentsim-3shot-all-trim	en-ta	NA	NA	1.5	1.1	NA	0.1	0.2	NA
xglm-topic3shot-lang200	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200	en-ta	NA	NA	1.0	1.0	NA	NA	0.3	NA
xglm-topic3shot-domain200-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	cs-en	19.9	22.8	6.3	23.2	22.0	NA	27.0	16.5
xglm-base-trim	cs-en	29.7	32.5	21.6	24.5	24.4	NA	27.0	34.0
verbose-base	cs-en	20.6	25.6	14.7	13.6	16.6	NA	19.1	NA
verbose-base-trim	cs-en	20.6	25.6	14.5	13.6	16.6	NA	19.1	NA
xglm-label	cs-en	28.9	33.8	15.7	26.1	26.2	NA	28.1	NA
xglm-label-trim	cs-en	33.2	37.3	31.4	26.1	26.2	NA	28.1	NA
xglm-rand-label	cs-en	27.0	28.4	13.0	25.3	25.4	NA	27.2	NA
xglm-rand-label-trim	cs-en	33.1	35.3	29.1	25.3	25.4	NA	27.2	NA
xglm-keywords10-seen200	cs-en	16.1	19.4	3.7	15.1	20.5	NA	23.4	NA
xglm-keywords10-seen200-trim	cs-en	32.5	34.4	24.4	26.0	26.2	NA	27.9	30.0
xglm-rand-keywords10-seen200	cs-en	15.4	17.8	3.0	15.8	18.4	5.9	20.4	NA
xglm-rand-keywords10-seen200-trim	cs-en	32.6	35.7	20.4	25.8	25.9	10.6	27.6	NA
xglm-keywords10-all500	cs-en	17.5	20.1	3.5	14.2	19.4	NA	20.9	NA
xglm-keywords10-all500-trim	cs-en	33.1	35.9	24.9	26.0	26.7	NA	27.7	NA
xglm-keywords30-seen200	cs-en	16.3	17.2	3.2	23.0	19.1	5.3	24.7	8.3
xglm-keywords30-seen200-trim	cs-en	31.2	36.6	20.5	26.0	25.8	9.7	27.9	30.0
xglm-topic3shot-seen200	cs-en	36.5	31.1	13.4	25.8	25.6	NA	27.6	26.0
xglm-topic3shot-seen200-trim	cs-en	38.4	38.0	28.2	25.8	25.6	NA	27.6	33.1
xglm-topic3shot-all500	cs-en	30.0	28.4	14.7	25.6	25.4	NA	28.4	NA
